cohort_month,cohort_age_month,cohort_size,retained_customers,retention_rate_pct
2022-02-01,19,3243,306,9.44
2022-02-01,20,3243,345,10.64
2022-02-01,21,3243,353,10.88
2022-02-01,22,3243,373,11.5
2022-02-01,23,3243,371,11.44
2022-02-01,24,3243,321,9.9
2022-02-01,25,3243,354,10.92
2022-02-01,26,3243,342,10.55
2022-02-01,27,3243,349,10.76
2022-02-01,28,3243,327,10.08
2022-02-01,29,3243,357,11.01
2022-02-01,30,3243,367,11.32
2022-02-01,31,3243,336,10.36
2022-02-01,32,3243,320,9.87
2022-02-01,33,3243,361,11.13
2022-02-01,34,3243,322,9.93
2022-02-01,35,3243,334,10.3
2022-02-01,36,3243,335,10.33
2022-02-01,37,3243,348,10.73
2022-02-01,38,3243,328,10.11
2022-02-01,39,3243,356,10.98
2022-02-01,40,3243,334,10.3
2022-02-01,41,3243,323,9.96
2022-02-01,42,3243,324,9.99
2022-02-01,43,3243,315,9.71
2022-02-01,44,3243,360,11.1
2022-02-01,45,3243,328,10.11
2022-02-01,46,3243,363,11.19
2022-02-01,47,3243,358,11.04
2022-02-01,48,3243,291,8.97
2022-03-01,0,3200,3200,100.0
2022-03-01,1,3200,311,9.72
2022-03-01,2,3200,305,9.53
2022-03-01,3,3200,299,9.34
2022-03-01,4,3200,362,11.31
2022-03-01,5,3200,349,10.91
2022-03-01,6,3200,323,10.09
2022-03-01,7,3200,323,10.09
2022-03-01,8,3200,343,10.72
2022-03-01,9,3200,313,9.78
2022-03-01,10,3200,320,10.0
2022-03-01,11,3200,269,8.41
2022-03-01,12,3200,331,10.34
2022-03-01,13,3200,327,10.22
2022-03-01,14,3200,325,10.16
2022-03-01,15,3200,341,10.66
2022-03-01,16,3200,328,10.25
2022-03-01,17,3200,356,11.13
2022-03-01,18,3200,335,10.47
2022-03-01,19,3200,324,10.13
2022-03-01,20,3200,286,8.94
2022-03-01,21,3200,333,10.41
2022-03-01,22,3200,334,10.44
2022-03-01,23,3200,298,9.31
2022-03-01,24,3200,329,10.28
2022-03-01,25,3200,350,10.94
2022-03-01,26,3200,317,9.91
2022-03-01,27,3200,339,10.59
2022-03-01,28,3200,321,10.03
2022-03-01,29,3200,333,10.41
2022-03-01,30,3200,306,9.56
2022-03-01,31,3200,319,9.97
2022-03-01,32,3200,295,9.22
2022-03-01,33,3200,309,9.66
2022-03-01,34,3200,337,10.53
2022-03-01,35,3200,296,9.25
2022-03-01,36,3200,346,10.81
2022-03-01,37,3200,319,9.97
2022-03-01,38,3200,335,10.47
2022-03-01,39,3200,318,9.94
2022-03-01,40,3200,315,9.84
2022-03-01,41,3200,329,10.28
2022-03-01,42,3200,353,11.03
2022-03-01,43,3200,322,10.06
2022-03-01,44,3200,305,9.53
2022-03-01,45,3200,312,9.75
2022-03-01,46,3200,362,11.31
2022-03-01,47,3200,315,9.84
2022-04-01,0,2791,2791,100.0
2022-04-01,1,2791,300,10.75
2022-04-01,2,2791,271,9.71
2022-04-01,3,2791,273,9.78
2022-04-01,4,2791,295,10.57
2022-04-01,5,2791,267,9.57
2022-04-01,6,2791,287,10.28
2022-04-01,7,2791,240,8.6
2022-04-01,8,2791,262,9.39
2022-04-01,9,2791,266,9.53
2022-04-01,10,2791,234,8.38
2022-04-01,11,2791,263,9.42
2022-04-01,12,2791,244,8.74
2022-04-01,13,2791,265,9.49
2022-04-01,14,2791,269,9.64
2022-04-01,15,2791,284,10.18
2022-04-01,16,2791,311,11.14
2022-04-01,17,2791,287,10.28
2022-04-01,18,2791,252,9.03
2022-04-01,19,2791,249,8.92
2022-04-01,20,2791,267,9.57
2022-04-01,21,2791,278,9.96
2022-04-01,22,2791,253,9.06
2022-04-01,23,2791,250,8.96
2022-04-01,24,2791,260,9.32
2022-04-01,25,2791,279,10.0
2022-04-01,26,2791,265,9.49
2022-04-01,27,2791,250,8.96
2022-04-01,28,2791,271,9.71
2022-04-01,29,2791,243,8.71
2022-04-01,30,2791,303,10.86
2022-04-01,31,2791,268,9.6
2022-04-01,32,2791,287,10.28
2022-04-01,33,2791,281,10.07
2022-04-01,34,2791,257,9.21
2022-04-01,35,2791,277,9.92
2022-04-01,36,2791,275,9.85
2022-04-01,37,2791,276,9.89
2022-04-01,38,2791,300,10.75
2022-04-01,39,2791,272,9.75
2022-04-01,40,2791,282,10.1
2022-04-01,41,2791,279,10.0
2022-04-01,42,2791,277,9.92
2022-04-01,43,2791,261,9.35
2022-04-01,44,2791,271,9.71
2022-04-01,45,2791,225,8.06
2022-04-01,46,2791,243,8.71
2022-05-01,0,2684,2684,100.0
2022-05-01,1,2684,249,9.28
2022-05-01,2,2684,208,7.75
2022-05-01,3,2684,249,9.28
2022-05-01,4,2684,266,9.91
2022-05-01,5,2684,235,8.76
2022-05-01,6,2684,274,10.21
2022-05-01,7,2684,254,9.46
2022-05-01,8,2684,244,9.09
2022-05-01,9,2684,226,8.42
2022-05-01,10,2684,242,9.02
2022-05-01,11,2684,247,9.2
2022-05-01,12,2684,240,8.94
2022-05-01,13,2684,221,8.23
2022-05-01,14,2684,247,9.2
2022-05-01,15,2684,252,9.39
2022-05-01,16,2684,238,8.87
2022-05-01,17,2684,240,8.94
2022-05-01,18,2684,252,9.39
2022-05-01,19,2684,226,8.42
2022-05-01,20,2684,238,8.87
2022-05-01,21,2684,222,8.27
2022-05-01,22,2684,253,9.43
2022-05-01,23,2684,277,10.32
2022-05-01,24,2684,264,9.84
2022-05-01,25,2684,258,9.61
2022-05-01,26,2684,236,8.79
2022-05-01,27,2684,246,9.17
2022-05-01,28,2684,265,9.87
2022-05-01,29,2684,252,9.39
2022-05-01,30,2684,235,8.76
2022-05-01,31,2684,236,8.79
2022-05-01,32,2684,269,10.02
2022-05-01,33,2684,237,8.83
2022-05-01,34,2684,264,9.84
2022-05-01,35,2684,269,10.02
2022-05-01,36,2684,249,9.28
2022-05-01,37,2684,230,8.57
2022-05-01,38,2684,240,8.94
2022-05-01,39,2684,235,8.76
2022-05-01,40,2684,248,9.24
2022-05-01,41,2684,262,9.76
2022-05-01,42,2684,258,9.61
2022-05-01,43,2684,223,8.31
2022-05-01,44,2684,246,9.17
2022-05-01,45,2684,238,8.87
2022-06-01,0,2366,2366,100.0
2022-06-01,1,2366,213,9.0
2022-06-01,2,2366,197,8.33
2022-06-01,3,2366,188,7.95
2022-06-01,4,2366,216,9.13
2022-06-01,5,2366,210,8.88
2022-06-01,6,2366,196,8.28
2022-06-01,7,2366,236,9.97
2022-06-01,8,2366,164,6.93
2022-06-01,9,2366,199,8.41
2022-06-01,10,2366,205,8.66
2022-06-01,11,2366,224,9.47
2022-06-01,12,2366,216,9.13
2022-06-01,13,2366,225,9.51
2022-06-01,14,2366,231,9.76
2022-06-01,15,2366,190,8.03
2022-06-01,16,2366,200,8.45
2022-06-01,17,2366,214,9.04
2022-06-01,18,2366,215,9.09
2022-06-01,19,2366,226,9.55
2022-06-01,20,2366,198,8.37
2022-06-01,21,2366,192,8.11
2022-06-01,22,2366,186,7.86
2022-06-01,23,2366,221,9.34
2022-06-01,24,2366,228,9.64
2022-06-01,25,2366,213,9.0
2022-06-01,26,2366,167,7.06
2022-06-01,27,2366,209,8.83
2022-06-01,28,2366,216,9.13
2022-06-01,29,2366,203,8.58
2022-06-01,30,2366,212,8.96
2022-06-01,31,2366,217,9.17
2022-06-01,32,2366,177,7.48
2022-06-01,33,2366,205,8.66
2022-06-01,34,2366,198,8.37
2022-06-01,35,2366,206,8.71
2022-06-01,36,2366,220,9.3
2022-06-01,37,2366,237,10.02
2022-06-01,38,2366,225,9.51
2022-06-01,39,2366,181,7.65
2022-06-01,40,2366,211,8.92
2022-06-01,41,2366,205,8.66
2022-06-01,42,2366,215,9.09
2022-06-01,43,2366,204,8.62
2022-06-01,44,2366,167,7.06
2022-07-01,0,2257,2257,100.0
2022-07-01,1,2257,196,8.68
2022-07-01,2,2257,189,8.37
2022-07-01,3,2257,200,8.86
2022-07-01,4,2257,195,8.64
2022-07-01,5,2257,194,8.6
2022-07-01,6,2257,204,9.04
2022-07-01,7,2257,189,8.37
2022-07-01,8,2257,200,8.86
2022-07-01,9,2257,174,7.71
2022-07-01,10,2257,210,9.3
2022-07-01,11,2257,182,8.06
2022-07-01,12,2257,193,8.55
2022-07-01,13,2257,218,9.66
2022-07-01,14,2257,185,8.2
2022-07-01,15,2257,202,8.95
2022-07-01,16,2257,189,8.37
2022-07-01,17,2257,211,9.35
2022-07-01,18,2257,201,8.91
2022-07-01,19,2257,199,8.82
2022-07-01,20,2257,197,8.73
2022-07-01,21,2257,195,8.64
2022-07-01,22,2257,173,7.67
2022-07-01,23,2257,202,8.95
2022-07-01,24,2257,197,8.73
2022-07-01,25,2257,214,9.48
2022-07-01,26,2257,203,8.99
2022-07-01,27,2257,224,9.92
2022-07-01,28,2257,196,8.68
2022-07-01,29,2257,207,9.17
2022-07-01,30,2257,215,9.53
2022-07-01,31,2257,199,8.82
2022-07-01,32,2257,212,9.39
2022-07-01,33,2257,194,8.6
2022-07-01,34,2257,199,8.82
2022-07-01,35,2257,198,8.77
2022-07-01,36,2257,213,9.44
2022-07-01,37,2257,208,9.22
2022-07-01,38,2257,218,9.66
2022-07-01,39,2257,201,8.91
2022-07-01,40,2257,195,8.64
2022-07-01,41,2257,201,8.91
2022-07-01,42,2257,181,8.02
2022-07-01,43,2257,188,8.33
2022-08-01,0,1999,1999,100.0
2022-08-01,1,1999,176,8.8
2022-08-01,2,1999,160,8.0
2022-08-01,3,1999,174,8.7
2022-08-01,4,1999,170,8.5
2022-08-01,5,1999,151,7.55
2022-08-01,6,1999,136,6.8
2022-08-01,7,1999,165,8.25
2022-08-01,8,1999,165,8.25
2022-08-01,9,1999,172,8.6
2022-08-01,10,1999,160,8.0
2022-08-01,11,1999,163,8.15
2022-08-01,12,1999,174,8.7
2022-08-01,13,1999,159,7.95
2022-08-01,14,1999,164,8.2
2022-08-01,15,1999,156,7.8
2022-08-01,16,1999,159,7.95
2022-08-01,17,1999,177,8.85
2022-08-01,18,1999,140,7.0
2022-08-01,19,1999,168,8.4
2022-08-01,20,1999,156,7.8
2022-08-01,21,1999,165,8.25
2022-08-01,22,1999,166,8.3
2022-08-01,23,1999,156,7.8
2022-08-01,24,1999,167,8.35
2022-08-01,25,1999,150,7.5
2022-08-01,26,1999,170,8.5
2022-08-01,27,1999,164,8.2
2022-08-01,28,1999,168,8.4
2022-08-01,29,1999,180,9.0
2022-08-01,30,1999,159,7.95
2022-08-01,31,1999,172,8.6
2022-08-01,32,1999,165,8.25
2022-08-01,33,1999,180,9.0
2022-08-01,34,1999,140,7.0
2022-08-01,35,1999,197,9.85
2022-08-01,36,1999,184,9.2
2022-08-01,37,1999,163,8.15
2022-08-01,38,1999,174,8.7
2022-08-01,39,1999,188,9.4
2022-08-01,40,1999,149,7.45
2022-08-01,41,1999,179,8.95
2022-08-01,42,1999,159,7.95
2022-09-01,0,1766,1766,100.0
2022-09-01,1,1766,140,7.93
2022-09-01,2,1766,142,8.04
2022-09-01,3,1766,157,8.89
2022-09-01,4,1766,145,8.21
2022-09-01,5,1766,119,6.74
2022-09-01,6,1766,144,8.15
2022-09-01,7,1766,136,7.7
2022-09-01,8,1766,140,7.93
2022-09-01,9,1766,130,7.36
2022-09-01,10,1766,158,8.95
2022-09-01,11,1766,144,8.15
2022-09-01,12,1766,146,8.27
2022-09-01,13,1766,155,8.78
2022-09-01,14,1766,161,9.12
2022-09-01,15,1766,138,7.81
2022-09-01,16,1766,125,7.08
2022-09-01,17,1766,140,7.93
2022-09-01,18,1766,136,7.7
2022-09-01,19,1766,130,7.36
2022-09-01,20,1766,132,7.47
2022-09-01,21,1766,131,7.42
2022-09-01,22,1766,171,9.68
2022-09-01,23,1766,146,8.27
2022-09-01,24,1766,137,7.76
2022-09-01,25,1766,150,8.49
2022-09-01,26,1766,152,8.61
2022-09-01,27,1766,146,8.27
2022-09-01,28,1766,134,7.59
2022-09-01,29,1766,132,7.47
2022-09-01,30,1766,145,8.21
2022-09-01,31,1766,156,8.83
2022-09-01,32,1766,132,7.47
2022-09-01,33,1766,131,7.42
2022-09-01,34,1766,147,8.32
2022-09-01,35,1766,136,7.7
2022-09-01,36,1766,126,7.13
2022-09-01,37,1766,149,8.44
2022-09-01,38,1766,123,6.96
2022-09-01,39,1766,147,8.32
2022-09-01,40,1766,138,7.81
2022-09-01,41,1766,140,7.93
2022-10-01,0,1695,1695,100.0
2022-10-01,1,1695,135,7.96
2022-10-01,2,1695,148,8.73
2022-10-01,3,1695,136,8.02
2022-10-01,4,1695,120,7.08
2022-10-01,5,1695,126,7.43
2022-10-01,6,1695,114,6.73
2022-10-01,7,1695,130,7.67
2022-10-01,8,1695,130,7.67
2022-10-01,9,1695,130,7.67
2022-10-01,10,1695,142,8.38
2022-10-01,11,1695,132,7.79
2022-10-01,12,1695,136,8.02
2022-10-01,13,1695,124,7.32
2022-10-01,14,1695,136,8.02
2022-10-01,15,1695,99,5.84
2022-10-01,16,1695,126,7.43
2022-10-01,17,1695,134,7.91
2022-10-01,18,1695,140,8.26
2022-10-01,19,1695,128,7.55
2022-10-01,20,1695,115,6.78
2022-10-01,21,1695,136,8.02
2022-10-01,22,1695,140,8.26
2022-10-01,23,1695,107,6.31
2022-10-01,24,1695,127,7.49
2022-10-01,25,1695,131,7.73
2022-10-01,26,1695,125,7.37
2022-10-01,27,1695,131,7.73
2022-10-01,28,1695,132,7.79
2022-10-01,29,1695,132,7.79
2022-10-01,30,1695,137,8.08
2022-10-01,31,1695,133,7.85
2022-10-01,32,1695,130,7.67
2022-10-01,33,1695,118,6.96
2022-10-01,34,1695,151,8.91
2022-10-01,35,1695,122,7.2
2022-10-01,36,1695,144,8.5
2022-10-01,37,1695,120,7.08
2022-10-01,38,1695,122,7.2
2022-10-01,39,1695,129,7.61
2022-10-01,40,1695,126,7.43
2022-11-01,0,1480,1480,100.0
2022-11-01,1,1480,104,7.03
2022-11-01,2,1480,119,8.04
2022-11-01,3,1480,101,6.82
2022-11-01,4,1480,104,7.03
2022-11-01,5,1480,109,7.36
2022-11-01,6,1480,98,6.62
2022-11-01,7,1480,107,7.23
2022-11-01,8,1480,93,6.28
2022-11-01,9,1480,108,7.3
2022-11-01,10,1480,109,7.36
2022-11-01,11,1480,114,7.7
2022-11-01,12,1480,116,7.84
2022-11-01,13,1480,107,7.23
2022-11-01,14,1480,113,7.64
2022-11-01,15,1480,99,6.69
2022-11-01,16,1480,102,6.89
2022-11-01,17,1480,120,8.11
2022-11-01,18,1480,85,5.74
2022-11-01,19,1480,122,8.24
2022-11-01,20,1480,99,6.69
2022-11-01,21,1480,108,7.3
2022-11-01,22,1480,117,7.91
2022-11-01,23,1480,123,8.31
2022-11-01,24,1480,122,8.24
2022-11-01,25,1480,119,8.04
2022-11-01,26,1480,120,8.11
2022-11-01,27,1480,104,7.03
2022-11-01,28,1480,101,6.82
2022-11-01,29,1480,114,7.7
2022-11-01,30,1480,115,7.77
2022-11-01,31,1480,109,7.36
2022-11-01,32,1480,104,7.03
2022-11-01,33,1480,101,6.82
2022-11-01,34,1480,111,7.5
2022-11-01,35,1480,109,7.36
2022-11-01,36,1480,113,7.64
2022-11-01,37,1480,107,7.23
2022-11-01,38,1480,122,8.24
2022-11-01,39,1480,109,7.36
2022-12-01,0,1414,1414,100.0
2022-12-01,1,1414,97,6.86
2022-12-01,2,1414,91,6.44
2022-12-01,3,1414,95,6.72
2022-12-01,4,1414,109,7.71
2022-12-01,5,1414,86,6.08
2022-12-01,6,1414,92,6.51
2022-12-01,7,1414,89,6.29
2022-12-01,8,1414,134,9.48
2022-12-01,9,1414,115,8.13
2022-12-01,10,1414,92,6.51
2022-12-01,11,1414,105,7.43
2022-12-01,12,1414,107,7.57
2022-12-01,13,1414,111,7.85
2022-12-01,14,1414,94,6.65
2022-12-01,15,1414,114,8.06
2022-12-01,16,1414,85,6.01
2022-12-01,17,1414,104,7.36
2022-12-01,18,1414,113,7.99
2022-12-01,19,1414,110,7.78
2022-12-01,20,1414,99,7.0
2022-12-01,21,1414,101,7.14
2022-12-01,22,1414,105,7.43
2022-12-01,23,1414,103,7.28
2022-12-01,24,1414,104,7.36
2022-12-01,25,1414,92,6.51
2022-12-01,26,1414,110,7.78
2022-12-01,27,1414,111,7.85
2022-12-01,28,1414,103,7.28
2022-12-01,29,1414,102,7.21
2022-12-01,30,1414,100,7.07
2022-12-01,31,1414,91,6.44
2022-12-01,32,1414,93,6.58
2022-12-01,33,1414,104,7.36
2022-12-01,34,1414,90,6.36
2022-12-01,35,1414,101,7.14
2022-12-01,36,1414,101,7.14
2022-12-01,37,1414,102,7.21
2022-12-01,38,1414,105,7.43
2023-01-01,0,1391,1391,100.0
2023-01-01,1,1391,99,7.12
2023-01-01,2,1391,117,8.41
2023-01-01,3,1391,99,7.12
2023-01-01,4,1391,95,6.83
2023-01-01,5,1391,102,7.33
2023-01-01,6,1391,118,8.48
2023-01-01,7,1391,107,7.69
2023-01-01,8,1391,75,5.39
2023-01-01,9,1391,103,7.4
2023-01-01,10,1391,94,6.76
2023-01-01,11,1391,90,6.47
2023-01-01,12,1391,102,7.33
2023-01-01,13,1391,89,6.4
2023-01-01,14,1391,106,7.62
2023-01-01,15,1391,83,5.97
2023-01-01,16,1391,112,8.05
2023-01-01,17,1391,117,8.41
2023-01-01,18,1391,111,7.98
2023-01-01,19,1391,118,8.48
2023-01-01,20,1391,106,7.62
2023-01-01,21,1391,113,8.12
2023-01-01,22,1391,103,7.4
2023-01-01,23,1391,97,6.97
2023-01-01,24,1391,108,7.76
2023-01-01,25,1391,83,5.97
2023-01-01,26,1391,88,6.33
2023-01-01,27,1391,108,7.76
2023-01-01,28,1391,98,7.05
2023-01-01,29,1391,99,7.12
2023-01-01,30,1391,110,7.91
2023-01-01,31,1391,96,6.9
2023-01-01,32,1391,88,6.33
2023-01-01,33,1391,97,6.97
2023-01-01,34,1391,90,6.47
2023-01-01,35,1391,99,7.12
2023-01-01,36,1391,89,6.4
2023-01-01,37,1391,98,7.05
2023-02-01,0,1113,1113,100.0
2023-02-01,1,1113,73,6.56
2023-02-01,2,1113,64,5.75
2023-02-01,3,1113,74,6.65
2023-02-01,4,1113,67,6.02
2023-02-01,5,1113,71,6.38
2023-02-01,6,1113,95,8.54
2023-02-01,7,1113,66,5.93
2023-02-01,8,1113,63,5.66
2023-02-01,9,1113,63,5.66
2023-02-01,10,1113,78,7.01
2023-02-01,11,1113,92,8.27
2023-02-01,12,1113,61,5.48
2023-02-01,13,1113,77,6.92
2023-02-01,14,1113,68,6.11
2023-02-01,15,1113,79,7.1
2023-02-01,16,1113,81,7.28
2023-02-01,17,1113,72,6.47
2023-02-01,18,1113,75,6.74
2023-02-01,19,1113,66,5.93
2023-02-01,20,1113,67,6.02
2023-02-01,21,1113,81,7.28
2023-02-01,22,1113,71,6.38
2023-02-01,23,1113,83,7.46
2023-02-01,24,1113,69,6.2
2023-02-01,25,1113,78,7.01
2023-02-01,26,1113,74,6.65
2023-02-01,27,1113,78,7.01
2023-02-01,28,1113,77,6.92
2023-02-01,29,1113,85,7.64
2023-02-01,30,1113,83,7.46
2023-02-01,31,1113,68,6.11
2023-02-01,32,1113,61,5.48
2023-02-01,33,1113,65,5.84
2023-02-01,34,1113,74,6.65
2023-02-01,35,1113,64,5.75
2023-02-01,36,1113,72,6.47
2023-03-01,0,1152,1152,100.0
2023-03-01,1,1152,84,7.29
2023-03-01,2,1152,62,5.38
2023-03-01,3,1152,70,6.08
2023-03-01,4,1152,70,6.08
2023-03-01,5,1152,78,6.77
2023-03-01,6,1152,71,6.16
2023-03-01,7,1152,68,5.9
2023-03-01,8,1152,72,6.25
2023-03-01,9,1152,83,7.2
2023-03-01,10,1152,86,7.47
2023-03-01,11,1152,60,5.21
2023-03-01,12,1152,85,7.38
2023-03-01,13,1152,56,4.86
2023-03-01,14,1152,76,6.6
2023-03-01,15,1152,84,7.29
2023-03-01,16,1152,59,5.12
2023-03-01,17,1152,74,6.42
2023-03-01,18,1152,79,6.86
2023-03-01,19,1152,81,7.03
2023-03-01,20,1152,80,6.94
2023-03-01,21,1152,85,7.38
2023-03-01,22,1152,88,7.64
2023-03-01,23,1152,80,6.94
2023-03-01,24,1152,74,6.42
2023-03-01,25,1152,90,7.81
2023-03-01,26,1152,57,4.95
2023-03-01,27,1152,68,5.9
2023-03-01,28,1152,83,7.2
2023-03-01,29,1152,97,8.42
2023-03-01,30,1152,52,4.51
2023-03-01,31,1152,68,5.9
2023-03-01,32,1152,80,6.94
2023-03-01,33,1152,80,6.94
2023-03-01,34,1152,77,6.68
2023-03-01,35,1152,79,6.86
2023-04-01,0,1054,1054,100.0
2023-04-01,1,1054,78,7.4
2023-04-01,2,1054,61,5.79
2023-04-01,3,1054,51,4.84
2023-04-01,4,1054,55,5.22
2023-04-01,5,1054,57,5.41
2023-04-01,6,1054,79,7.5
2023-04-01,7,1054,67,6.36
2023-04-01,8,1054,68,6.45
2023-04-01,9,1054,60,5.69
2023-04-01,10,1054,53,5.03
2023-04-01,11,1054,80,7.59
2023-04-01,12,1054,52,4.93
2023-04-01,13,1054,70,6.64
2023-04-01,14,1054,72,6.83
2023-04-01,15,1054,84,7.97
2023-04-01,16,1054,81,7.69
2023-04-01,17,1054,83,7.87
2023-04-01,18,1054,75,7.12
2023-04-01,19,1054,58,5.5
2023-04-01,20,1054,72,6.83
2023-04-01,21,1054,79,7.5
2023-04-01,22,1054,67,6.36
2023-04-01,23,1054,66,6.26
2023-04-01,24,1054,79,7.5
2023-04-01,25,1054,80,7.59
2023-04-01,26,1054,48,4.55
2023-04-01,27,1054,80,7.59
2023-04-01,28,1054,78,7.4
2023-04-01,29,1054,83,7.87
2023-04-01,30,1054,64,6.07
2023-04-01,31,1054,63,5.98
2023-04-01,32,1054,81,7.69
2023-04-01,33,1054,56,5.31
2023-04-01,34,1054,84,7.97
2023-05-01,0,991,991,100.0
2023-05-01,1,991,67,6.76
2023-05-01,2,991,54,5.45
2023-05-01,3,991,59,5.95
2023-05-01,4,991,57,5.75
2023-05-01,5,991,65,6.56
2023-05-01,6,991,70,7.06
2023-05-01,7,991,62,6.26
2023-05-01,8,991,67,6.76
2023-05-01,9,991,57,5.75
2023-05-01,10,991,58,5.85
2023-05-01,11,991,71,7.16
2023-05-01,12,991,69,6.96
2023-05-01,13,991,60,6.05
2023-05-01,14,991,66,6.66
2023-05-01,15,991,64,6.46
2023-05-01,16,991,68,6.86
2023-05-01,17,991,53,5.35
2023-05-01,18,991,69,6.96
2023-05-01,19,991,62,6.26
2023-05-01,20,991,51,5.15
2023-05-01,21,991,45,4.54
2023-05-01,22,991,71,7.16
2023-05-01,23,991,73,7.37
2023-05-01,24,991,57,5.75
2023-05-01,25,991,52,5.25
2023-05-01,26,991,62,6.26
2023-05-01,27,991,71,7.16
2023-05-01,28,991,72,7.27
2023-05-01,29,991,62,6.26
2023-05-01,30,991,71,7.16
2023-05-01,31,991,60,6.05
2023-05-01,32,991,36,3.63
2023-05-01,33,991,51,5.15
2023-06-01,0,883,883,100.0
2023-06-01,1,883,58,6.57
2023-06-01,2,883,59,6.68
2023-06-01,3,883,46,5.21
2023-06-01,4,883,59,6.68
2023-06-01,5,883,50,5.66
2023-06-01,6,883,58,6.57
2023-06-01,7,883,46,5.21
2023-06-01,8,883,56,6.34
2023-06-01,9,883,56,6.34
2023-06-01,10,883,68,7.7
2023-06-01,11,883,44,4.98
2023-06-01,12,883,61,6.91
2023-06-01,13,883,54,6.12
2023-06-01,14,883,63,7.13
2023-06-01,15,883,61,6.91
2023-06-01,16,883,58,6.57
2023-06-01,17,883,61,6.91
2023-06-01,18,883,49,5.55
2023-06-01,19,883,71,8.04
2023-06-01,20,883,50,5.66
2023-06-01,21,883,56,6.34
2023-06-01,22,883,62,7.02
2023-06-01,23,883,74,8.38
2023-06-01,24,883,64,7.25
2023-06-01,25,883,58,6.57
2023-06-01,26,883,42,4.76
2023-06-01,27,883,53,6.0
2023-06-01,28,883,69,7.81
2023-06-01,29,883,50,5.66
2023-06-01,30,883,56,6.34
2023-06-01,31,883,63,7.13
2023-06-01,32,883,50,5.66
2023-07-01,0,860,860,100.0
2023-07-01,1,860,55,6.4
2023-07-01,2,860,56,6.51
2023-07-01,3,860,46,5.35
2023-07-01,4,860,63,7.33
2023-07-01,5,860,58,6.74
2023-07-01,6,860,63,7.33
2023-07-01,7,860,48,5.58
2023-07-01,8,860,52,6.05
2023-07-01,9,860,49,5.7
2023-07-01,10,860,53,6.16
2023-07-01,11,860,60,6.98
2023-07-01,12,860,47,5.47
2023-07-01,13,860,52,6.05
2023-07-01,14,860,42,4.88
2023-07-01,15,860,55,6.4
2023-07-01,16,860,57,6.63
2023-07-01,17,860,51,5.93
2023-07-01,18,860,58,6.74
2023-07-01,19,860,47,5.47
2023-07-01,20,860,62,7.21
2023-07-01,21,860,56,6.51
2023-07-01,22,860,65,7.56
2023-07-01,23,860,72,8.37
2023-07-01,24,860,57,6.63
2023-07-01,25,860,53,6.16
2023-07-01,26,860,60,6.98
2023-07-01,27,860,40,4.65
2023-07-01,28,860,57,6.63
2023-07-01,29,860,66,7.67
2023-07-01,30,860,49,5.7
2023-07-01,31,860,39,4.53
2023-08-01,0,814,814,100.0
2023-08-01,1,814,51,6.27
2023-08-01,2,814,54,6.63
2023-08-01,3,814,59,7.25
2023-08-01,4,814,48,5.9
2023-08-01,5,814,52,6.39
2023-08-01,6,814,43,5.28
2023-08-01,7,814,54,6.63
2023-08-01,8,814,43,5.28
2023-08-01,9,814,51,6.27
2023-08-01,10,814,54,6.63
2023-08-01,11,814,45,5.53
2023-08-01,12,814,53,6.51
2023-08-01,13,814,52,6.39
2023-08-01,14,814,57,7.0
2023-08-01,15,814,60,7.37
2023-08-01,16,814,52,6.39
2023-08-01,17,814,63,7.74
2023-08-01,18,814,47,5.77
2023-08-01,19,814,63,7.74
2023-08-01,20,814,49,6.02
2023-08-01,21,814,58,7.13
2023-08-01,22,814,47,5.77
2023-08-01,23,814,52,6.39
2023-08-01,24,814,65,7.99
2023-08-01,25,814,36,4.42
2023-08-01,26,814,55,6.76
2023-08-01,27,814,52,6.39
2023-08-01,28,814,48,5.9
2023-08-01,29,814,56,6.88
2023-08-01,30,814,49,6.02
2023-09-01,0,714,714,100.0
2023-09-01,1,714,45,6.3
2023-09-01,2,714,40,5.6
2023-09-01,3,714,52,7.28
2023-09-01,4,714,47,6.58
2023-09-01,5,714,35,4.9
2023-09-01,6,714,48,6.72
2023-09-01,7,714,37,5.18
2023-09-01,8,714,42,5.88
2023-09-01,9,714,43,6.02
2023-09-01,10,714,32,4.48
2023-09-01,11,714,47,6.58
2023-09-01,12,714,50,7.0
2023-09-01,13,714,49,6.86
2023-09-01,14,714,40,5.6
2023-09-01,15,714,46,6.44
2023-09-01,16,714,48,6.72
2023-09-01,17,714,40,5.6
2023-09-01,18,714,55,7.7
2023-09-01,19,714,49,6.86
2023-09-01,20,714,37,5.18
2023-09-01,21,714,42,5.88
2023-09-01,22,714,44,6.16
2023-09-01,23,714,44,6.16
2023-09-01,24,714,44,6.16
2023-09-01,25,714,36,5.04
2023-09-01,26,714,40,5.6
2023-09-01,27,714,52,7.28
2023-09-01,28,714,50,7.0
2023-09-01,29,714,32,4.48
2023-10-01,0,736,736,100.0
2023-10-01,1,736,45,6.11
2023-10-01,2,736,48,6.52
2023-10-01,3,736,36,4.89
2023-10-01,4,736,44,5.98
2023-10-01,5,736,49,6.66
2023-10-01,6,736,32,4.35
2023-10-01,7,736,39,5.3
2023-10-01,8,736,34,4.62
2023-10-01,9,736,39,5.3
2023-10-01,10,736,42,5.71
2023-10-01,11,736,48,6.52
2023-10-01,12,736,47,6.39
